companyID,movieID,companyname
10784,19562,Cerito Films
33,11870,Universal Pictures
496,9884,David Foster Productions
788,9884,Bel Air Entertainment
6194,9884,Warner Bros.
43717,9884,Hacienda Productions
507,11535,Atlas Entertainment
657,11535,Toho-Towa
748,11535,Mosaic Media Group
1484,11535,Yorktown Productions
2216,11535,Helkon Media AG
8411,11535,Metro-Goldwyn-Mayer (MGM)
2289,27593,Abandon Pictures
52648,27593,Paddy Wagon Productions
53676,27593,Veto Chip Productions
306,11212,Twentieth Century Fox Film Corporation
5488,29887,Fox Film Corporation
306,32484,Twentieth Century Fox Film Corporation
306,28345,Twentieth Century Fox Film Corporation
5,69928,Columbia Pictures
306,21845,Twentieth Century Fox Film Corporation
306,11528,Twentieth Century Fox Film Corporation
1595,11528,Island World
9974,2441,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
32718,2441,Departamento de Cultura del Gobierno Vasco
82310,2441,Idea
8040,931,Casey Productions
74061,931,Eldorado Films
4,17130,Paramount Pictures
746,17130,MTV Films
496,10592,David Foster Productions
890,10592,Cheyenne Enterprises
8411,10592,Metro-Goldwyn-Mayer (MGM)
21447,10592,David Ladd Films
12,8470,New Line Cinema
17106,8470,Burg/Koules Productions
23019,8470,Evolution Entertainment
2,16690,Walt Disney Pictures
3475,16690,Walt Disney Television Animation
3476,16690,Walt Disney Animation Australia
5391,16690,DisneyToon Studios
12402,16690,Walt Disney Animation Canada
43,39939,Fox Searchlight Pictures
2773,39939,Broken Lizard Industries
306,9272,Twentieth Century Fox Film Corporation
1261,14778,Scala Productions
10791,14778,MBP (Germany)
10843,14778,Future Films
33025,14778,winchester films
43995,19137,Nancy Enterprises Inc. (I)
79699,19137,Cinecitta Italiana Stabilimenti Cinematografici
79700,19137,Compagnia Cinematografica Montoro (CCM)
8411,32499,Metro-Goldwyn-Mayer (MGM)
611,8737,Bryna Productions
2532,8737,Batjac Productions
13219,8737,"Mirisch Corporation, The"
60530,8737,Llenroc Productions
8411,33668,Metro-Goldwyn-Mayer (MGM)
43714,39282,"Columbia Pictures Corporation, Rastar Pictures"
306,40687,Twentieth Century Fox Film Corporation
2380,40687,Palomar Pictures
1980,37230,Woodfall Film Productions
2380,993,Palomar Pictures
843,11698,Werner Herzog Filmproduktion
4606,11698,Zweites Deutsches Fernsehen (ZDF)
6194,41357,Warner Bros.
6318,42458,Brut Productions
11503,42458,Joseph E. Levine Productions
219,93427,The Mirisch Corporation
441,14475,Columbia Pictures Corporation
10330,43715,Universal International Pictures (UI)
33,10052,Universal Pictures
158,10052,Spyglass Entertainment
159,10052,Shady Acres Entertainment
2605,10052,Gran Via Productions
7385,10052,Kalima Productions GmbH & Co. KG
20352,10052,NDE Productions
79,11979,Village Roadshow Pictures
172,11979,NPV Entertainment
6194,11979,Warner Bros.
67988,11979,WV Films LLC
67989,11979,Material
23525,270306,Centre Street Productions
23526,270306,Streetlight Films
13419,9991,SKA Films
307,480,IFC Films
6235,480,Mirabai Films
10932,480,The Criterion Collection
1360,44340,Glass Eye Pix
4,23479,Paramount Pictures
4,66946,Paramount Pictures
9255,66946,Toei Company
51208,66946,Michael Ritchie Productions
4,19050,Paramount Pictures
1931,38442,Filmové Studio Barrandov
10593,108266,Wrather Productions
10593,108267,Wrather Productions
1931,39387,Filmové Studio Barrandov
26818,39387,CBK
26819,39387,Sebor
3466,15999,Movic
4288,15999,Madhouse
6181,614,Svensk Filmindustri (SF)
10932,614,The Criterion Collection
6,121703,RKO Radio Pictures
5426,121703,Benedict Bogeaus Production
7281,77955,British Film Institute (BFI)
8093,77955,Rouge Films
8094,77955,Strange Dog Productions
8095,77955,Merseyside Film Production Fund
14,2752,Miramax Films
33,2752,Universal Pictures
10163,2752,Working Title Films
4564,10590,Icon Entertainment International
53005,10590,Wheelhouse Entertainment
53006,10590,Motion Picture Production GmbH & Co. Erste KG
7120,40723,Rezo Films
21738,40723,Messaoud/a Films
21740,40723,Dacia Films
21741,40723,Kinétique Inc.
1950,29039,New World Pictures
34197,29039,Rover Film
1950,22910,New World Pictures
1950,42517,New World Pictures
371,40364,Cecchi Gori Group Tiger Cinematografica
1242,40364,Reteitalia
36546,40364,ADC Films
306,13225,Twentieth Century Fox Film Corporation
47154,13225,Kroyer Films
81129,13225,Youngheart Productions
81130,13225,FAI Films
4531,21380,Films Dara
4835,21380,Beatrice Film
4,46717,Paramount Pictures
5,63510,Columbia Pictures
6082,20465,Filmirage
12740,20465,DMV Distribuzione
6194,35614,Warner Bros.
37167,35614,Don Bluth
2187,7219,Variety Film Production
73642,35810,Garrett-Klement Pictures
14069,18649,Hope Enterprises
8411,18646,Metro-Goldwyn-Mayer (MGM)
323,17058,"Diana Productions, Inc."
3249,17058,Fritz Lang Productions
12,13950,New Line Cinema
27,2135,DreamWorks SKG
6194,2135,Warner Bros.
14,15186,Miramax Films
14729,15186,Populist Pictures
69989,15186,Monophonic Inc.
1261,43997,Scala Productions
7541,31651,Sovereign Pictures
14063,31651,Granada Television
93530,31651,Noel Pearson
3952,47869,Hemdale Film
37358,47869,Initial (II)
6,965,RKO Radio Pictures
11447,965,Mercury Productions
21120,33135,Neo Modern
21121,33135,Greycat Films/Neo Modern Entertainment
5,10889,Columbia Pictures
3147,16149,Boyd's Company
3148,16149,Kendon Films Ltd.
3149,16149,Matrixbest
3150,16149,Virgin Films
6177,54287,Sunn Classic Pictures
1155,25628,Incorporated Television Company
8411,65262,Metro-Goldwyn-Mayer (MGM)
60,10935,United Artists
10932,10935,The Criterion Collection
4255,44004,Kings Road Entertainment
8411,44004,Metro-Goldwyn-Mayer (MGM)
6194,22288,Warner Bros.
1819,119617,Cinema 77
9266,119617,American International Pictures (AIP)
13300,119617,Stage III Productions
1950,29343,New World Pictures
87947,39503,Goodmark Productions Inc.
33,7988,Universal Pictures
8263,15310,EMI Films
15165,17909,Centar Film
4799,22130,Eurociné
16119,22130,J.E. Films (Julian Esteban Films)
22814,26843,Falcon International Productions
4,27458,Paramount Pictures
660,14807,British Lion Film Corporation
20076,14807,HandMade Films
25131,14807,Calendar Productions
60,14729,United Artists
3434,46973,David L. Wolper Productions
1701,8690,Dania Film
2185,8690,National Cinematografica
15868,8690,Medusa Distribuzione
8276,39543,Philippe Dussart
22123,39543,TF1
23666,39543,Andrea Films
4630,39578,Amicus Productions
875,3418,Films A2
876,3418,Sara Films
6849,3418,Société Française de Production (SFP)
7961,3418,Gaumont International
9246,3418,TV13 Filmproduktion
16772,3418,Little Bear
33660,30924,Camp Hill
4675,14929,Duty Productions
441,75552,Columbia Pictures Corporation
10318,75552,Polyc International BV
3543,18910,Ninth Configuration
6117,24919,Stefano Film
4112,24825,American Cinema Productions
6194,38147,Warner Bros.
6194,24032,Warner Bros.
14538,26179,Mulberry Square Productions
1660,4499,Fígaro Films
17955,11333,El Pico S.A.
17956,11333,Transcinema
306,425,Twentieth Century Fox Film Corporation
9383,425,Blue Sky Studios
11749,425,Twentieth Century Fox Animation
248,1576,Impact Pictures
342,1576,Davis-Films
939,1576,New Legacy
5755,1576,Constantin Film Produktion
79,5851,Village Roadshow Pictures
172,5851,NPV Entertainment
6194,5851,Warner Bros.
11391,5851,Tribeca Productions
12485,5851,Overbrook Entertainment
67989,5851,Material
694,25014,StudioCanal
5358,25014,Canal+
9111,25014,Sirena Film
22805,25014,7 Films Cinéma
45970,25014,France 2 Cinéma
57783,25014,Sept Films Cinema
43,15647,Fox Searchlight Pictures
4143,15647,Eden Wurmfeld Films
11078,15647,Cineric
84889,15647,Michael Alden Productions
84890,15647,Brad Zions Films
80364,38880,Promises Film Project
1101,1391,Bésame Mucho Pictures
1102,1391,Producciones Anhelo
10932,1391,The Criterion Collection
306,18172,Twentieth Century Fox Film Corporation
8825,18172,Lucille Ball Productions
441,24248,Columbia Pictures Corporation
1216,24248,Dino de Laurentiis Cinematografica
4,14605,Paramount Pictures
65658,19797,Danger Filmworks
4,17804,Paramount Pictures
4,31805,Paramount Pictures
4,13861,Paramount Pictures
4,29021,Paramount Pictures
7676,13006,Entertainment
15231,13006,Muse Productions
75037,13006,Challenge Film Corporation
75038,13006,XYZ Funding N.V.
223,28213,Les Films du Losange
29655,28213,Investimage
30232,28213,Compagnie Eric Rohmer (CER)
306,10627,Twentieth Century Fox Film Corporation
95301,259557,The Running Scared Company
1177,28124,Rastar Films
4,41034,Paramount Pictures
882,15119,Toho Company
3037,15119,Baby Cart
3038,15119,Katsu Production Co. Ltd.
41,55792,Orion Pictures
33,12705,Universal Pictures
33,11006,Universal Pictures
33,15120,Universal Pictures
25674,40072,Endemol Entertainment
62287,40072,VSE Film
441,21629,Columbia Pictures Corporation
1763,16026,Europa Film
1968,16026,Viking Films
3455,16026,Rifilm
2359,73134,Stéphan Films
17085,73134,Filmédis
47033,73134,Planet-Film Berlin
12,36586,New Line Cinema
421,36586,Amen Ra Films
5611,36586,Milk & Honey
11321,36586,Imaginary Forces
11322,36586,Justin Pictures
11323,36586,Linovo Productions GmbH & Co. KG
11324,36586,Pacific Title and Art Studio
19551,36586,Marvel Enterprises
9195,6020,Touchstone Pictures
10324,29394,William Castle Productions
2351,90974,Jetfilm
11116,90974,The Bryna Company
12318,90974,Triumfilm
5,29402,Columbia Pictures
10324,29402,William Castle Productions
10324,29396,William Castle Productions
4,15028,Paramount Pictures
2348,15028,Nickelodeon Movies
11533,15028,Valhalla Motion Pictures
191,9275,Senator Film Produktion
1757,9275,Mad Chance
6194,9275,Warner Bros.
6705,9275,Filmfour
1685,4547,Hofflund/Polone
7795,4547,Indelible Productions
2,14635,Walt Disney Pictures
2605,14635,Gran Via Productions
2939,14635,98 MPH Productions
201,1791,Arte
5358,1791,Canal+
7333,1791,Bayerischer Rundfunk (BR)
11731,1791,Bavaria Film International
18367,1791,Centre National de la Cinématographie (CNC)
311,35651,Procirep
726,35651,Haut et Court
1666,35651,Rhône-Alpes Cinéma
5358,35651,Canal+
6916,35651,Arte France Cinéma
18367,35651,Centre National de la Cinématographie (CNC)
21972,35651,Media Programme of the European Community
22319,35651,Centre Européen Cinématographique Rhône-Alpes
23446,35651,Sofica Sofinergie 5
33149,35651,Havas Images
2997,62956,Dragon Pictures
5358,62956,Canal+
6705,62956,Filmfour
75885,62956,Arts Council of Wales
9266,22784,American International Pictures (AIP)
1950,40814,New World Pictures
6562,40814,Planet Productions
13336,40814,China Blue Productions
15980,53426,Incorporated Television Company (ITC)
49166,53426,Zuleika Farms
49167,53426,Capricorn
49168,53426,Producciones Cabo S.A.
7110,17990,Les Films Ariane
1950,5678,New World Pictures
306,11560,Twentieth Century Fox Film Corporation
508,11560,Regency Enterprises
966,11560,Monarch Pictures
1171,11560,Epsilon Motion Pictures
10104,11560,New Regency Pictures
20719,11560,Manifest Film Company
870,11452,Tapestry Films
2188,11452,Artisan Entertainment
251,25501,Avenue Pictures Productions
3333,17487,Enterprise Productions
5,34276,Columbia Pictures
8488,34276,Ameran Films
3214,548,Daiei Motion Picture Company
33,11590,Universal Pictures
4,1537,Paramount Pictures
995,12149,Cinerenta Medienbeteiligungs KG
5264,12149,American Entertainment Partners L.P.
11050,12149,David Kirschner Productions
2347,44373,FGM Entertainment
85,11812,Konrad Pictures
35,35080,Lions Gate Films
1854,35080,Dan Films
5521,35080,CP Medien AG
8,441,Fine Line Features
191,441,Senator Film Produktion
267,441,Beverly Detroit
694,441,StudioCanal
1784,441,Partizan
10565,441,Good Machine
3268,8346,Home Box Office (HBO)
4171,8346,Playtone
12026,8346,Gold Circle Films
22210,8346,Ontario Film Development Corporation
95018,8346,MPH Entertainment Productions
441,14168,Columbia Pictures Corporation
441,32617,Columbia Pictures Corporation
624,32617,Persky-Bright Productions
14686,32617,Vista
441,31671,Columbia Pictures Corporation
56,2565,Amblin Entertainment
6194,2565,Warner Bros.
153,307,Minerva Film SpA
193,307,Excelsa Films
989,15482,Four Square Productions
36577,15482,Transatlantic Entertainment
78926,15482,Tomatos II
1950,45878,New World Pictures
2165,45878,Balcor Film Investors
514,6393,Silver Screen Partners
915,6393,Hollywood Pictures
9195,12154,Touchstone Pictures
10201,12154,Interscope Communications
9195,11630,Touchstone Pictures
10201,11630,Interscope Communications
168,25133,Jadran Film
2165,25133,Balcor Film Investors
94027,25133,Dow Chemical Company
2,21970,Walt Disney Pictures
97,11892,Castle Rock Entertainment
6194,11892,Warner Bros.
23382,11892,Schroeder Hoffman Productions
33,9334,Universal Pictures
7385,9334,Kalima Productions GmbH & Co. KG
7588,9334,World Wrestling Entertainment (WWE)
11462,9334,Alphaville Films
208,36093,Bac Films
346,36093,VideoFilmes
726,36093,Haut et Court
83123,36093,Dan Valley Film AG
26468,35694,IFC Productions
191,10491,Senator Film Produktion
701,10491,Meespierson Film CV
763,10491,Intermedia Films
1756,10491,Broadway Video
8896,10491,Manhattan Pictures International
27318,10491,Mulholland Pictures BV
27319,10491,Jagged Films
4718,18079,Naya Films S.A.
7100,18079,Patagonik Film Group
2640,35337,Odeon Film
6246,35337,Medusa Film
11561,35337,Recorded Picture Company (RPC)
20783,35337,Fiction Films
40768,35337,Navert Film
1002,59199,Eureka Pictures
26468,59199,IFC Productions
12,11470,New Line Cinema
17611,11470,Sean S. Cunningham Films
21783,11470,Crystal Lake Entertainment
508,16643,Regency Enterprises
1171,16643,Epsilon Motion Pictures
1302,16643,Davis Entertainment
10104,16643,New Regency Pictures
77845,16643,Monarchy Enterprises S.a.r.l.
81134,16643,Atchity Entertainment International (AEI)
794,1282,Agi Orsi Productions
795,1282,Vans Off the Wall
3929,21220,Robert Simonds Productions
9195,21220,Touchstone Pictures
94,52717,ARTE France Cinéma
4491,52717,Avventura Films
5358,52717,Canal+
8138,52717,Vega Film
8453,52717,Télévision Suisse-Romande (TSR)
33266,52717,Peripheria
33267,52717,ECM Records
97,11468,Castle Rock Entertainment
3982,11468,Darkwoods Productions
96043,11468,Humble Journey Films
1826,26030,Play Art
5349,26030,Productions Cyme
13715,26030,Mondial
41,10164,Orion Pictures
417,42048,Australian Film Commission
38059,42048,Cinema Enterprises
64860,42048,Grand Bay Films International Pty.
60,62001,United Artists
8411,28117,Metro-Goldwyn-Mayer (MGM)
559,28384,TriStar Pictures
976,27094,Marvin Worth Productions
4566,26725,Cinema VII
4567,26725,PSO
4,17168,Paramount Pictures
4,48482,Paramount Pictures
10235,5203,Vision P.D.G.
60,13201,United Artists
27,9689,DreamWorks SKG
5,557,Columbia Pictures
19551,557,Marvel Enterprises
60,1815,United Artists
1155,1815,Incorporated Television Company
2102,55106,Frankovich Productions
441,28289,Columbia Pictures Corporation
2102,28289,Frankovich Productions
4377,32037,Associated General Films
60445,32037,International Cine Productions
5761,39154,Cinema Group 75
2,24767,Walt Disney Pictures
559,33796,TriStar Pictures
959,33796,IndieProd Company Productions
14723,33796,Carolco Pictures
16923,33796,Zephyr Films
14159,32221,Seven Arts Pictures
14723,32221,Carolco Pictures
441,28466,Columbia Pictures Corporation
2,12227,Walt Disney Pictures
10282,12227,Silver Screen Partners IV
12608,12227,Hybrid Productions Inc.
2,43643,Walt Disney Pictures
497,10985,Revolution Studios
11837,10985,Frontier Pictures
51753,10985,Bedlam Pictures
508,2251,Regency Enterprises
711,2251,Fox 2000 Pictures
1171,2251,Epsilon Motion Pictures
58248,2251,Unfaithful Filmproduktion GmbH & Co. KG
591,2894,France 3 Cinéma
5358,2894,Canal+
7981,2894,Pathé
22182,2894,KC Medien
30232,2894,Compagnie Eric Rohmer (CER)
37086,2894,Pathé Image Production
4063,20712,Trimark Pictures
181,11240,Channel Four Films
10163,11240,Working Title Films
73964,11240,SAF Productions
5120,46592,Mosfilm
1950,45186,New World Pictures
15669,5425,D.R. Comunicazioni di massa
6194,14117,Warner Bros.
5120,38360,Mosfilm
15296,29318,Galaworldfilm Productions
15297,29318,Gordon Films
8411,28907,Metro-Goldwyn-Mayer (MGM)
1950,39771,New World Pictures
33,245,Universal Pictures
1,1894,Lucasfilm
1539,4012,Fuller Films
14159,4012,Seven Arts Pictures
2650,9026,Ealing Studios
1980,42193,Woodfall Film Productions
171,15417,Malpaso Productions
6194,15417,Warner Bros.
1314,11791,Hammer Film Productions
60,28577,United Artists
12112,28577,Figaro
12601,13963,FM Productions
12602,13963,Last Waltz Inc.
60,23102,United Artists
893,23102,Stanley Kramer Productions
8880,1957,Winkler Films
129,320,Section Eight
1088,320,Alcon Entertainment
1089,320,Witt/Thomas Productions
27,9023,DreamWorks SKG
521,9023,DreamWorks Animation
60,27834,United Artists
306,24010,Twentieth Century Fox Film Corporation
13938,24010,Marilyn Monroe Productions
441,39435,Columbia Pictures Corporation
306,24005,Twentieth Century Fox Film Corporation
4,44800,Paramount Pictures
306,24014,Twentieth Century Fox Film Corporation
45228,24014,The Company of Artists
306,24008,Twentieth Century Fox Film Corporation
441,53229,Columbia Pictures Corporation
306,1936,Twentieth Century Fox Film Corporation
4,4614,Paramount Pictures
2767,4614,Mace Neufeld Productions
21409,4614,MFP Munich Film Partners GmbH & Company I. Produktions KG
21410,4614,S.O.A.F. Productions
54502,4614,Mel's Cite du Cinema
33,12277,Universal Pictures
8724,267345,Australian Film Finance Corporation (AFFC)
15010,267345,Illumination Films
22544,267345,MusicArtsDance Films
4631,112991,Antarctic Pictures
62138,112991,C-Hundred Film Corporation
65846,112991,Antarctica Productions
441,15677,Columbia Pictures Corporation
5612,15677,Brooksfilms
1432,58455,Republic Pictures
306,36554,Twentieth Century Fox Film Corporation
356,48216,TF1 Films Productions
635,48216,Les Films Alain Sarde
3012,48216,Pathé Distribution
5358,48216,Canal+
74541,48216,Studio Images 6
306,13153,Twentieth Century Fox Film Corporation
33,811,Universal Pictures
23276,811,Trumbull/Gruskoff Productions
1441,43532,Associated British Picture Corporation
2070,163907,Rastar Pictures
2185,7216,National Cinematografica
130,3132,Jerry Bruckheimer Films
9195,3132,Touchstone Pictures
11345,3132,Stillking Films
10535,9583,All Girl Productions
11617,9583,Gaylord Productions
25886,18408,Outpost Studios
36175,18408,3 Ring Circus Films
36176,18408,Concrete Pictures
5326,13245,Igloolik Isuma Productions Inc.
33,2501,Universal Pictures
7383,2501,"Kennedy/Marshall Company, The"
7384,2501,Hypnotic
7385,2501,Kalima Productions GmbH & Co. KG
11345,2501,Stillking Films
507,9637,Atlas Entertainment
748,9637,Mosaic Media Group
6194,9637,Warner Bros.
2812,12100,Lion Rock Productions
8411,12100,Metro-Goldwyn-Mayer (MGM)
802,16857,Egg Pictures
2231,16857,Trilogy Entertainment Group
7380,16857,Initial Entertainment Group (IEG)
269,10394,Filmboard Berlin-Brandenburg (FBB)
4117,10394,Pagoda Film
9349,10394,Film4
11358,10394,Little Bird
18737,10394,NFH Productions
19320,10394,Road Movies Filmproduktion
20777,10394,British Screen Productions
52926,10394,British Sky Broadcasting (BSkyB)
35,27451,Lions Gate Films
21097,27451,Worldwide Media
486,15813,Portobello Pictures
850,15813,Eurimages
2216,15813,Helkon Media AG
2441,15813,Fandango
5928,15813,Česká televize
6419,15813,Biograf Jan Svěrák
44171,15813,Phoenix Film Investments
44592,15813,The Czech Republic State Fund for Support and Development of Cinematography
4,31591,Paramount Pictures
14160,31591,Jaffilms Inc.
662,18905,Turman-Foster Company
6434,14774,MGM Home Entertainment
4,4993,Paramount Pictures
4,34130,Paramount Pictures
13549,38950,Golan-Globus Productions
4,17898,Paramount Pictures
3418,17898,Famous Films (II)
4,21635,Paramount Pictures
3468,21635,Hal Wallis Productions
306,27945,Twentieth Century Fox Film Corporation
22064,27945,Hombre Productions
20544,43139,Knightsbridge Films
1648,30194,Gladden Entertainment
1988,10169,Epic Productions
73999,10169,Euphoria Films Production
4,27225,Paramount Pictures
1176,27225,Lorimar Film Entertainment
8844,27225,Artista Management
15152,27225,Geoffrey Productions
6,13909,RKO Radio Pictures
798,103299,Samuel Goldwyn Company
915,41805,Hollywood Pictures
6194,35696,Warner Bros.
10210,35696,Morgan Creek Productions
2,11544,Walt Disney Pictures
10217,11544,Walt Disney Feature Animation
27,180,DreamWorks SKG
44,180,Cruise/Wagner Productions
56,180,Amblin Entertainment
306,180,Twentieth Century Fox Film Corporation
766,180,Blue Tulip Productions
26265,180,Ronald Shusett/Gary Goldman
76068,180,Digital Image Associates
2948,9555,Showtime Australia
8724,9555,Australian Film Finance Corporation (AFFC)
57623,9555,Rumbalara Films
57624,9555,Olsen Levy
4,17710,Paramount Pictures
2348,17710,Nickelodeon Movies
4859,17710,Nickelodeon Animation Studios
24955,17710,Paramount Animation
67244,17710,Snee-Oosh Productions
12,2022,New Line Cinema
441,2022,Columbia Pictures Corporation
879,2022,Out of the Blue... Entertainment
2608,2022,Happy Madison Productions
559,11982,TriStar Pictures
5,27224,Columbia Pictures
13945,27224,Rastar Productions
441,12251,Columbia Pictures Corporation
251,88818,Avenue Pictures Productions
3324,88818,British Broadcasting Corporation (BBC)
559,30114,TriStar Pictures
5019,30114,Wagons East N.V.
14723,30114,Carolco Pictures
559,70489,TriStar Pictures
23098,70489,Triumph Films
306,21972,Twentieth Century Fox Film Corporation
1894,21972,Josephson Entertainment
4396,21972,NBA Entertainment
11015,21972,Heller Highwater Productions
11016,21972,Like Mike Productions
5,608,Columbia Pictures
56,608,Amblin Entertainment
441,608,Columbia Pictures Corporation
49325,608,Parkes+MacDonald Image Nation
174,59387,Warner Bros. Pictures
2785,59387,Warner Bros. Animation
7899,59387,Cartoon Network Studios
3857,26290,Fireworks Pictures
19578,26290,Momentum Pictures
890,17043,Cheyenne Enterprises
7492,17043,Discovery Channel Pictures
8411,17043,Metro-Goldwyn-Mayer (MGM)
12474,17043,J&M Entertainment
63105,17043,Animal Planet
68063,17043,Winchester Films
68064,17043,"Best Picture Show Company, The"
80,6278,The Zanuck Company
158,6278,Spyglass Entertainment
7692,6278,World 2000 Entertainment
9195,6278,Touchstone Pictures
22902,6278,Tripod Entertainment
27,4147,DreamWorks SKG
80,4147,The Zanuck Company
306,4147,Twentieth Century Fox Film Corporation
2487,16664,Rockwell Eyes
5358,14651,Canal+
441,15096,Columbia Pictures Corporation
5040,15096,Morningside Productions
1950,19731,New World Pictures
16211,20324,British Film-Makers
17339,20324,Javelin Films
441,49370,Columbia Pictures Corporation
3088,49370,Delphi III Productions
16686,49370,Pluperfect
441,14902,Columbia Pictures Corporation
664,42254,City Film
11626,42254,Tango Film
15583,1842,P & L
72,2721,Valoria Films
7405,11442,Dimension Films
693,1364,Alicia Produce S L
694,1364,StudioCanal
6780,1364,Televisión Española TVE
9335,1364,Canal+ España
11954,1364,Sociedad General de Cine (SOGECINE) S.A.
11955,1364,Sogepaq
79,8869,Village Roadshow Pictures
172,8869,NPV Entertainment
347,8869,Centropolis Entertainment
3241,8869,Electric Entertainment
6194,8869,Warner Bros.
4,8665,Paramount Pictures
763,8665,Intermedia Films
2471,8665,National Geographic Society
10104,8665,New Regency Pictures
11371,8665,Palomar Pictures (II)
20344,8665,First Light Production
5,10996,Columbia Pictures
5752,10996,Sony Pictures Entertainment
12,818,New Line Cinema
595,818,Eric's Boy
598,818,Team Todd
15888,818,Moving Pictures
52943,818,Gratitude International
2,18357,Walt Disney Pictures
73331,29047,Ministry of Propaganda Films
73332,29047,Woodland Pictures LLC
73333,29047,Highway Films
26468,39141,IFC Productions
26469,39141,InDigEnt (Independent Digital Entertainment)
53009,39141,Miramax
86089,39141,Dolly Hall Productions
441,149445,Columbia Pictures Corporation
11626,10309,Tango Film
9,6404,Gaumont
843,6404,Werner Herzog Filmproduktion
4606,6404,Zweites Deutsches Fernsehen (ZDF)
4,19133,Paramount Pictures
5,43199,Columbia Pictures
306,43915,Twentieth Century Fox Film Corporation
67065,43445,Universalia Film
11865,36645,Twentieth Century-Fox Productions
1874,5155,Industrie Cinematografiche Italiane
306,23728,Twentieth Century Fox Film Corporation
882,3780,Toho Company
2680,3780,Kurosawa Production Co.
441,10786,Columbia Pictures Corporation
2070,10786,Rastar Pictures
4,8764,Paramount Pictures
5,13908,Columbia Pictures
497,13908,Revolution Studios
2608,13908,Happy Madison Productions
7383,2675,"Kennedy/Marshall Company, The"
9195,2675,Touchstone Pictures
12236,2675,Blinding Edge Pictures
7405,9488,Dimension Films
43,9962,Fox Searchlight Pictures
29602,9962,Hungry Eye Lowland Pictures B.V.
29603,9962,Flan de Coco Films
171,9573,Malpaso Productions
6194,9573,Warner Bros.
5,7451,Columbia Pictures
333,7451,Original Film
497,7451,Revolution Studios
60,2750,United Artists
163,2750,Revolution Films
1218,2750,The Film Consortium
1219,2750,Baby Cow Productions
2452,2750,UK Film Council
7981,2750,Pathé
9349,2750,Film4
238,43772,Rai Cinemafiction
13413,43772,Hubert Bals Fund
54378,43772,Fabrica
85744,43772,Fondazione MonteCinemaVerità Locarno
95108,43772,Payam Films
95109,43772,Sharmshir
32687,27062,Yongning Creation Workshop
32688,27062,Kwan's Creation Workshop
157,34070,SVT Drama
5402,34070,Easy Film
5403,34070,Nordisk Film & TV Fond
5405,34070,Roy Andersson Filmproduktion AB
5358,6173,Canal+
18367,6173,Centre National de la Cinématographie (CNC)
27196,6173,Ciné B
45970,6173,France 2 Cinéma
9209,10305,MK2 Productions
15671,10305,France 2 Cinéma
25244,10305,Cab Producciones
876,42337,Sara Films
45627,42337,Antenne-2 (A2)
559,10081,TriStar Pictures
44425,10081,ML Delphi Premier Productions
81809,10081,Dorica Film
8772,11484,Algonquin
79,11692,Village Roadshow Pictures
97,11692,Castle Rock Entertainment
172,11692,NPV Entertainment
54502,11692,Mel's Cite du Cinema
23,9266,Imagine Entertainment
24,9266,Mikona Productions GmbH & Co. KG
33,9266,Universal Pictures
65082,9266,Shutt/Jones Productions
2479,8653,Myung Film Company
174,30072,Warner Bros. Pictures
10146,30072,Focus Features
16061,30072,Baltimore Spring Creek Productions
43,9357,Fox Searchlight Pictures
7053,9357,Catch 23 Entertainment
4,12771,Paramount Pictures
12,9296,New Line Cinema
27465,9296,Niccol Films
14,15070,Miramax Films
421,15070,Amen Ra Films
23301,26942,Catchlight Films
51691,26942,Serious Dan
51692,26942,Without a Box
2978,206042,Crusader Entertainment
2901,97447,ADR Productions
5358,97447,Canal+
6916,97447,Arte France Cinéma
13728,97447,Nomadis Image
18367,97447,Centre National de la Cinématographie (CNC)
75449,97447,A.N.P.A. (Agence Nationale de Promotion de l'Audiovisuel)
3959,11243,Nelvana
8411,10323,Metro-Goldwyn-Mayer (MGM)
8846,10323,Peerford Ltd.
306,9595,Twentieth Century Fox Film Corporation
8165,28319,Televicine S.A. de C.V.
16131,28319,Dialchi Film
16132,28319,Lotus Films
6194,46878,Warner Bros.
41,24750,Orion Pictures
14046,31393,AB-PT Pictures Corp.
10399,24038,Cinetel Films
9195,9941,Touchstone Pictures
10531,9941,Silver Screen Partners II
306,18639,Twentieth Century Fox Film Corporation
306,39833,Twentieth Century Fox Film Corporation
441,32858,Columbia Pictures Corporation
1314,3127,Hammer Film Productions
9195,10859,Touchstone Pictures
10531,10859,Silver Screen Partners II
306,32825,Twentieth Century Fox Film Corporation
45228,32825,The Company of Artists
14150,10725,Orion Pictures Corporation
19048,10725,King-Hitzig Productions
1070,9544,Milagro Films
1403,9544,Franchise Pictures
2193,9544,DoRo Fiction Film
2982,9544,Signature Pictures
16850,9544,ApolloMedia Distribution
19944,9544,"Carousel Picture Company, The"
46195,9544,Luxembourg Film Fund
48618,9544,Filmyard Underwaterdeco
47,23967,Constantin Film
377,23967,Bandeira Entertainment
763,23967,Intermedia Films
27204,23967,Key Entertainment
65403,23967,IMF Internationale Medien und Film GmbH & Co. Produktions KG
27204,57351,Key Entertainment
77852,57351,Ramcity Productions
13707,31514,Films Sonores Tobis
4,13571,Paramount Pictures
4456,26056,Ruff Nation Films
174,13536,Warner Bros. Pictures
1171,13536,Epsilon Motion Pictures
1403,13536,Franchise Pictures
10958,13536,Brad Grey Pictures
