companyID,movieID,companyname
8924,192132,RabbitBandini Productions
20670,192132,Tribeca Film
3019,212231,Wingman Productions
5218,212231,Imprint Entertainment
16042,212231,Gordon Bijelonic / Datari Turner Films
76348,42092,National Film Development Corporation of India (NFDC)
503,41781,National Film Development Corporation of India
1524,41781,DD Productions
2239,41781,Erato Films
5358,41781,Canal+
37665,215407,Ohra-Sogeav
37666,215407,Interfilms
1613,4269,Progefi
3214,54280,Daiei Motion Picture Company
882,54284,Toho Company
3038,54284,Katsu Production Co. Ltd.
22135,59981,Prana Animation Studios
48471,59981,Summertime Entertainment
6901,212778,Prescience
7297,212778,Fairview Entertainment
86708,212778,Altus Media
5996,209091,BBC
7429,41847,HBO Films
306,1840,Twentieth Century Fox Film Corporation
2489,49634,Orizzonte 2000
10621,49634,Office de Radiodiffusion Télévision Française (ORTF)
20091,49634,RAI Radiotelevisione Italiana
20449,267795,Liaison Films
28523,267795,Lionsgate Television
30115,267795,KippSter Entertainment
30116,267795,City Entertainment
51866,267795,Federation Entertainment
17072,69780,American Academy Productions
17073,69780,Edward Janis
5240,89670,Matila Röhr Productions (MRP)
20876,89670,Nelonen
882,120852,Toho Company
882,54306,Toho Company
3038,54306,Katsu Production Co. Ltd.
33,40721,Universal Pictures
13700,96912,Mark VII Ltd.
19433,96912,Manzanita Productions
14531,205225,Pop Films
882,54307,Toho Company
3038,54307,Katsu Production Co. Ltd.
6639,253251,Televisión Española (TVE)
8530,253251,Televisió de Catalunya (TV3)
17727,253251,La Panda
49389,253251,Broad Green Pictures
6194,179085,Warner Bros.
81,113833,Plan B Entertainment
3172,113833,Blumhouse Productions
7429,113833,HBO Films
19328,113833,Ryan Murphy Productions
24245,113833,Twentieth Century Fox Television
3862,91471,Keep Films
15980,91471,Incorporated Television Company (ITC)
18742,91471,ABC Entertainment
20038,238006,Network Releasing
806,210947,Téléfilm Canada
5561,210947,Panorama Films
7625,210947,Automatik Entertainment
8924,158936,RabbitBandini Productions
10345,138544,Active Entertainment
16286,214990,2 Man Production
16287,214990,CRC Digital Entertainment
31343,95551,Producciones Prisma
599,121890,Solar Productions
4376,121890,First Artists
6194,121890,Warner Bros.
288,260202,BBC Films
6196,260202,Carnival Films
7364,260202,Heyday Films
33473,260202,Masterpiece
46339,260202,Beagle Pug Films
288,260339,BBC Films
6196,260339,Carnival Films
7364,260339,Heyday Films
1360,171795,Glass Eye Pix
18630,171795,Predestinate Productions
1341,49514,Regent Entertainment
6377,49514,Media Asia Films Ltd.
2608,232672,Happy Madison Productions
4194,232672,Karz Entertainment
6194,232672,Warner Bros.
20788,232672,Gulfstream Pictures
1785,198277,Likely Story
10105,198277,Apatow Productions
11448,198277,Exclusive Media Group
14319,198277,Sycamore Pictures
42349,253270,Mad Dog Pictures
54602,253270,Spring Pictures
27863,276122,Hodgee Films
3991,56171,"Asylum, The"
7662,166822,Epic Pictures Group
7787,166822,Snowfort Pictures
441,75950,Columbia Pictures Corporation
20186,75950,Gregory Ratoff Productions
10492,462788,WNET Channel 13 New York
6530,204784,Lifetime Television
11073,204784,Sony Pictures Television
21482,169853,Mission Films
30706,169853,Prospekt
4985,147726,20th Century Pictures
5,65603,Columbia Pictures
10318,65603,Polyc International BV
4376,47901,First Artists
41810,47901,Balmoral Associates
2,102651,Walt Disney Pictures
3036,102651,Walt Disney Studios Motion Pictures
16314,102651,Roth Films
694,192149,StudioCanal
10163,192149,Working Title Films
6363,254474,BenderSpink
35849,254474,Armory Films
6194,148021,Warner Bros.
31700,148021,Toluca Productions
4836,5421,Metaxa Corporation
6082,5421,Filmirage
2688,268823,filmpool
23027,268823,Tudor Productions
16647,194722,CineSon Entertainment
16649,194722,Look at the Moon Productions
441,92269,Columbia Pictures Corporation
53785,92269,Brooks Ltd.
364,77925,The Rank Organisation
3505,77925,Eurofilm
60952,77925,Bino Cicogna
1876,5157,RM Films International
6194,118283,Warner Bros.
6194,176670,Warner Bros.
6194,46615,Warner Bros.
6194,32929,Warner Bros.
1328,133827,Eichberg-Film
1413,133827,Transmonde Film
9185,133827,Producciones Benito Perojo
10785,133827,Sud-Pacifique Films
10786,133827,Capitole Films
10339,258893,WWE Studios
20734,258893,Warner Bros. Feature Animation
6454,137698,Caméra One
87696,137698,Le Soleil Films
2902,209249,SND
12689,209249,Radar Films
29060,209249,Process Media
29061,209249,Love Punch
3282,99312,Larry Levinson Productions
3693,99312,Alpine Medien Productions
31060,99312,Hallmark Entertainment
2531,188161,Media Rights Capital
8789,188161,Fuzzy Door Productions
27451,188161,Bluegrass Films
31470,188161,RGB Media
306,109133,Twentieth Century Fox Film Corporation
4141,109133,Associated Producers (API)
1578,42200,Prospectacle
21505,42200,Action Films
7432,31185,Crystal Clear Pictures
7433,31185,Ocean Pictures
79,137113,Village Roadshow Pictures
6194,137113,Warner Bros.
6687,137113,Viz Media
12200,137113,Province of British Columbia Production Services Tax Credit
36390,137113,3 Arts Entertainment
41624,137113,RatPac-Dune Entertainment
8342,228339,Black Orange
581,262391,UGC
4,185949,Paramount Pictures
85910,173192,Blue Bandana Productions
441,60643,Columbia Pictures Corporation
7217,203819,See-Saw Films
4,177677,Paramount Pictures
6277,177677,Skydance Productions
11413,177677,China Movie Channel
11461,177677,Bad Robot
21777,177677,TC Productions
69484,177677,Alibaba Pictures Group
69485,177677,Odin
6677,106938,Syfy
11713,106938,MNG Films
16486,106938,Parallel Film Productions
17685,106938,Sky Movies
3863,20880,Landroval Studios
5850,64923,Belvision
18708,64923,Valeness
8411,75130,Metro-Goldwyn-Mayer (MGM)
2,198185,Walt Disney Pictures
19999,174323,School Pictures
20000,174323,Parting Shots Media
20001,174323,Logolite Entertainment
4856,39567,Elite Film
6317,39567,Ascot Film
84065,39567,Cinemec
2292,173908,Original Media
34786,173908,Empyrean Pictures
34787,173908,Freight Yard Films
34788,173908,Alchemedia Films
6531,159012,Parts and Labor
6715,159012,K5 International
20659,159012,Cinedigm
22112,159012,Ocean Size Pictures
8250,248376,Bona International Film Group
16927,248376,Klein & Shamroy
17820,248376,Mega-Vision Pictures (MVP)
25619,248376,Gala Film Distribution
12622,192133,Darko Entertainment
37816,192133,Freeman Film
39004,192133,Subotica Entertainment
16058,62876,Da Ma Produzione
16059,62876,Les Films du Cyclope
461,54544,Les Films Christian Fechner
1666,54544,Rhône-Alpes Cinéma
1667,54544,K.J.B. Production
5358,54544,Canal+
6975,54544,Josy Films
15671,54544,France 2 Cinéma
18367,54544,Centre National de la Cinématographie (CNC)
51277,181753,ITC Entertainment Group
2262,255268,Silver Nitrate Films
20807,255268,Sense and Sensibility Ventures
20149,256118,Paul Short Productions
20150,256118,Variety Clubs International
8411,91245,Metro-Goldwyn-Mayer (MGM)
5912,207021,American Media Group
5,120653,Columbia Pictures
829,82657,Vertigo Entertainment
2617,82657,Ozla Pictures
4777,82657,Ozla Productions
5490,82657,CBS Films
15799,185471,Boku Films
15800,185471,Compound B
8411,42886,Metro-Goldwyn-Mayer (MGM)
441,46941,Columbia Pictures Corporation
6174,46941,Gus Productions
47281,160008,Stourwater Pictures
18088,234154,H.L.S. Ltd.
12950,175339,Projektions-AG Union (PAGU)
32652,220494,Single Spark Pictures
72811,220494,Music Box Films
11496,163376,Jalem Productions
21628,248212,Microwave Film
34312,248212,Stink Films
34313,248212,Dominic Buchanan Productions
34314,248212,SUMS* Film and Media
19776,248688,Prospect Park
21722,248688,Maxmedia
23567,248688,VT Films
23568,248688,Flywheel & Shyster
23569,248688,Globomedia Cine
29564,248688,Telefónica Studios
90464,248688,Quentin Quayle Pictures
90465,248688,Pangea Productions
8411,217948,Metro-Goldwyn-Mayer (MGM)
8411,4926,Metro-Goldwyn-Mayer (MGM)
14828,4926,Andrew L. Stone Productions
711,222935,Fox 2000 Pictures
12292,222935,Temple Hill Entertainment
22213,222935,TSG Entertainment
7828,209185,Max Films Productions
33137,209185,Morag Loves Company
12142,174682,XYZ Films
24086,174682,Quincy Pictures
24087,174682,Cinipix
24088,174682,Cosmic Toast Studios
43,175541,Fox Searchlight Pictures
85720,175541,Malvern Pictures
23688,220820,VMI Worldwide
25635,220820,High Five Films
15488,105875,GoodTimes Entertainment
2613,140870,Futurikon
3984,140870,Entre Chien et Loup
16868,140870,Futurikon Production II
22071,140870,Mollywood
67715,140870,Nozon
3490,94671,Media Talent Group
11005,94671,AR Films
11006,94671,Aldamisa Entertainment
2258,40485,Four-Leaf Productions
61259,93057,Productions Arys
3458,106042,Clover Productions
6125,82881,Walt Disney Animation Studios
10324,61221,William Castle Productions
10330,44631,Universal International Pictures (UI)
8411,43808,Metro-Goldwyn-Mayer (MGM)
6,104556,RKO Radio Pictures
2076,131366,Gloria-Film GmbH
70277,131366,Henny Porten Filmproduktion
6194,50379,Warner Bros.
5358,110428,Canal+
6916,110428,Arte France Cinéma
7184,110428,3B Productions
11433,110428,C.R.R.A.V. Nord Pas de Calais
78987,110428,Region PACA
1393,100271,Tokyo Broadcasting System (TBS)
2073,100271,Kadokawa Pictures
9068,100271,Kadokawa Shoten Publishing Co.
12657,100271,Production I.G.
1905,157851,Integral Film
2844,157851,Prospero Pictures
8997,157851,SBS Productions
23514,157851,Sentient Entertainment
2254,1731,Egoli Tossell Film AG
2865,1731,Insight Film Studios
19107,1731,Helena Productions
27897,1731,Filmstiftung Nordrhein-Westfalen
854,15942,Sofica Europacorp
1075,15942,Europa Corp
2525,15942,Avalanche Productions
5358,15942,Canal+
851,78463,MEDIA Programme of the European Union
10746,78463,Josef Aichholzer Filmproduktion
8411,68247,Metro-Goldwyn-Mayer (MGM)
17671,41415,CFI Investments
17672,41415,SOTTC Film Productions Ltd.
12849,201066,Gather Films
23398,201066,Picturesque Films
50834,218425,Britpack Film Company
50835,218425,DMS Films
50838,218425,Incurably Curious
9018,93837,Crystal City Entertainment
11448,93837,Exclusive Media Group
61240,93837,Kappa Undercover Pictures
61241,93837,Scarlet Fire Entertainment
61242,93837,Hope Town Entertainment
694,227700,StudioCanal
6538,227700,Antena 3 Films
11565,227700,The Safran Company
23513,227700,Ombra Films
63808,227700,Roxbury
88606,227700,Vertical Entertainment
10425,228028,Kim and Jim Productions
6519,126676,Agat Films & Cie
1311,114574,The Asylum
5,187017,Columbia Pictures
333,187017,Original Film
2531,187017,Media Rights Capital
8411,187017,Metro-Goldwyn-Mayer (MGM)
9194,187017,Cannell Studios
34034,187017,LStar Capital
34035,187017,33andOut Productions
34036,187017,JHF Productions
18156,244088,Indiana Production Company
50915,244088,Motorino Amaranto
5,156022,Columbia Pictures
79,156022,Village Roadshow Pictures
1423,156022,Escape Artists
2767,156022,Mace Neufeld Productions
34034,156022,LStar Capital
41096,156022,Lonetree Entertainment
521,82702,DreamWorks Animation
20154,82702,Mad Hatter Entertainment
38766,228915,Hex Media
38767,228915,Dark Dunes Productions
38298,102272,Hallelujah-Film GmbH
255,38195,Paradis Films
9015,194662,Worldview Entertainment
10104,194662,New Regency Pictures
22213,194662,TSG Entertainment
47169,194662,Le Grisbi Productions
52660,194662,M Productions
2875,48573,Ikiru Films
6538,48573,Antena 3 Films
8118,48573,Conspiraçao Filmes
16268,48573,El Toro Productions
8906,112160,Monkey Pack Films
9011,112160,Toloda
4928,275573,Allied Artists Pictures
36989,275573,Westwood Productions
1314,38962,Hammer Film Productions
306,240594,Twentieth Century Fox Film Corporation
4,78355,Paramount Pictures
33,84796,Universal Pictures
45509,84796,F.P. Productions
2695,87368,Archipel 35
5358,87368,Canal+
6111,87368,Arte France
6301,87368,CinéCinéma
6916,87368,Arte France Cinéma
11248,87368,Programme MEDIA de la Communauté Européenne
18367,87368,Centre National de la Cinématographie (CNC)
20345,87368,Centre National de la Cinématographie et de l'Image Animée
20346,87368,Région Bretagne
20347,87368,Banque Populaire Images 11
20348,87368,Cinémage 5
20349,87368,Uni Étoile 8
20351,87368,Sofica Cofinova
21569,209780,Content Media Corp.
25179,209780,Vuguru Studios
12142,159770,XYZ Films
72063,159770,Zapruder Films
4630,119575,Amicus Productions
60,172475,United Artists
3270,86283,Filmways Australasian
5186,86283,The Australian Film Commission
5598,86283,Australian International Film Corp. (AIFC)
17526,86283,F.G. Film Productions
22046,86283,Victorian Film
6194,28497,Warner Bros.
16064,28497,William Conrad Productions
21193,21974,Lifeboat News
21194,21974,Moonfire Studio
87514,146521,"Experimental Film Studio, Moscow"
8411,91722,Metro-Goldwyn-Mayer (MGM)
6730,28006,Individual Pictures
11029,146243,QED International
24428,146243,Revolver Picture Company
73666,146243,Covert Media
15886,250577,Red Letter Media
19448,250577,Geekscape Productions
63267,250577,Exhibit A Pictures
19999,159701,School Pictures
1314,26480,Hammer Film Productions
5798,26480,Shaw Brothers
20966,259943,LeVision Pictures
307,85350,IFC Films
11510,85350,Detour Filmproduction
19850,253279,Sunrise Films
19851,253279,Pitbull Pictures
3792,256593,BOB Film Sweden AB
10890,133558,Koan Films
13313,133558,Go Films
13689,86297,Mansfield Productions
49968,184098,Will Packer Productions
306,43868,Twentieth Century Fox Film Corporation
2248,31880,A-Mark Entertainment
3169,31880,Zide-Perry Productions
3478,31880,FlipZide Pictures
18665,31880,Project 8 Films
18667,31880,Parallel Media
18668,31880,Voodoo Production Services
6194,209451,Warner Bros.
18378,77444,Chronicle Pictures
44100,77444,Kulwar Films
44101,77444,Last Call Productions
1314,58733,Hammer Film Productions
3221,139575,Sveriges Television (SVT)
3376,139575,Cinepost Studios
7937,139575,Sonet Film AB
14091,44769,Arcola Pictures
6735,250658,Participant Media
15722,250658,FilmBuff
17444,250658,Luminant Media
43313,250658,Unjustus Films
6068,262390,HBO
3070,110823,Cinema Center Films
12111,110823,Vides Cinematografica
659,151431,London Film Productions
6,84364,RKO Radio Pictures
459,140825,Les Films Pomereu
1398,140825,Les Films Corona
4,91314,Paramount Pictures
56,91314,Amblin Entertainment
435,91314,Di Bonaventura Pictures
2481,91314,Platinum Dunes
11413,91314,China Movie Channel
22826,91314,Hasbro Studios
38833,91314,Ian Bryce Productions
76043,91314,Revolution Sun Studios
88966,215042,Mystery Productions
15980,242102,Incorporated Television Company (ITC)
73429,242102,Bulldog
1957,74629,Warner Bros. Television
3268,74629,Home Box Office (HBO)
78463,74629,Bartleby
1426,50761,Towers of London Productions
306,72473,Twentieth Century Fox Film Corporation
53894,204968,Scorpio Studio
9266,66762,American International Pictures (AIP)
34994,206192,Julijette
4006,89187,Two Cities Films
3353,171372,Element Pictures
9349,171372,Film4
26820,171372,Runaway Fridge Productions
2783,133411,Motlys
3588,13167,Carr-Santelli
16906,176403,Arizona Films
29687,176403,Indiz Film
29688,176403,Polare Film
4205,70706,Groundswell Productions
55106,70706,Herrick Productions
288,43741,BBC Films
5645,43741,Talkback Thames
7429,43741,HBO Films
4805,64976,Film Ventures International (FVI)
11480,64976,Montoro Productions Ltd.
17778,64976,Mid-America Pictures
35021,80653,Shumba International Corporation
1632,180296,Lionsgate
2683,186988,Rai Cinema
5096,186988,Buena Onda
8411,212899,Metro-Goldwyn-Mayer (MGM)
2,218836,Walt Disney Pictures
5391,218836,DisneyToon Studios
18713,218836,Prana Studios
22135,218836,Prana Animation Studios
3167,100088,World Film Services
18058,100088,Champion Production Company
18059,100088,World Arts Media
10519,127091,Cinemaster S.r.l.
16352,127091,Mara Films
16353,127091,Mount Street Film
8031,174319,isotopefilms
2341,79255,Belladonna Productions
11279,79255,Films In Motion
21446,79255,Film and Music Entertainment (F&ME)
26361,79255,Full Circle Films
7669,72951,Color Green Films
7670,72951,True Fiction Filmz
288,262340,BBC Films
32182,262340,That's Nice Films
32183,262340,BocFlix
16593,118887,Hemdale
21290,118887,Fawcett-Majors Productions
10330,43387,Universal International Pictures (UI)
12,226486,New Line Cinema
4740,226486,Gary Sanchez Productions
16798,139406,Discovery Productions
3153,64246,Sunrise
2806,242224,South Australian Film Corporation
7584,242224,Screen Australia
21181,242224,Smoking Gun Productions
32301,242224,Causeway Films
4804,28440,Almena Films
92912,28440,F. Ariza
92913,28440,Fort Films Productions
441,29126,Columbia Pictures Corporation
5284,99647,Omega Micott Inc.
60718,99647,Blue Production Partnership
6194,114838,Warner Bros.
17173,267999,Proton Cinema
20692,267999,Filmpartners
41706,267999,Pola Pandora Filmproduktions
2266,244786,Bold Films
3172,244786,Blumhouse Productions
32157,244786,Right of Way Films
306,210577,Twentieth Century Fox Film Corporation
508,210577,Regency Enterprises
10104,210577,New Regency Pictures
15829,210577,Pacific Standard
22213,210577,TSG Entertainment
60682,210577,Artemple - Hollywood
7741,152790,Landscape Entertainment
24510,152790,MICA Entertainment
34381,152790,Vedette Finance
34385,152790,Prominent Media Group
8083,250766,Film Rites
13042,250766,Kartemquin Films
29605,250766,CNN Films
42263,88059,Marianna Films
86863,88059,FS Film
19146,159090,Dharma Productions
22811,257974,JLG Films
39708,257974,Mirabelle Pictures
73400,257974,Aloris Entertainment
73322,184866,Conspicuous Pictures
23156,104528,Bruce Cohn Productions
49105,252200,Film Maker Aps
71158,121401,Joseph L. Schenck Enterprises
12740,86640,DMV Distribuzione
13057,86640,Doral Film
851,49104,MEDIA Programme of the European Union
18367,49104,Centre National de la Cinématographie (CNC)
46234,49104,Independent Television Service (ITVS)
290,119450,Ingenious Media
7076,119450,Chernin Entertainment
22213,119450,TSG Entertainment
2343,41517,Red Chillies Entertainment
22800,258750,Maxam
82,108574,Renn Productions
6849,108574,Société Française de Production (SFP)
33078,108574,Télépresse Films
61617,108574,Cinépol
50989,335340,R.O.C.
4594,26823,SilverLight Entertainment
59811,250700,Netflix
7396,123109,Pathe
10339,123109,WWE Studios
22305,123109,Milk & Media
22306,123109,Constance Media
60,129974,United Artists
10580,129974,Harry Sherman Productions
20612,169298,Giant Ape Media
20613,169298,SC Films International
33,128437,Universal Pictures
7254,211052,Greek Film Center
19246,211052,Faliro House Productions
25226,211052,Plays2place Productions
6194,109716,Warner Bros.
8599,29058,San Mateo Productions
76329,29058,American Releasing Corporation (ARC) (II)
388,80264,Horizon Pictures
441,80264,Columbia Pictures Corporation
20982,84801,Lima Productions
8772,32143,Algonquin
306,43499,Twentieth Century Fox Film Corporation
130,184346,Jerry Bruckheimer Films
3287,184346,Screen Gems
34034,184346,LStar Capital
24906,224076,Three Coin Productions
24907,224076,Saratov Films
2756,265349,Vertigo Productions
6427,209920,Pure Flix Entertainment
97,253235,Castle Rock Entertainment
31832,253235,Envision Entertainment
32245,253235,ASIG Productions
18178,227877,Gearshift Films
5870,44588,Studio Canal
7839,44588,Mandarin Film
4923,40222,Brightstar Films
16636,40222,Shapiro-Glickenhaus Entertainment
26957,206574,Rosecalypse
19250,262267,Gothic Pictures International
19251,262267,Collective Development
1423,225886,Escape Artists
2531,225886,Media Rights Capital
7431,225886,Sony Pictures Entertainment (SPE)
34034,225886,LStar Capital
18480,105789,Embrem Entertainment
35143,105789,La-La Land Films
4606,64627,Zweites Deutsches Fernsehen (ZDF)
70154,64627,Pentagramma Filmproduktion GmbH & Co. Rainer Erler
24338,98094,Brookdale Productions
5,101308,Columbia Pictures
22632,244267,Verisimilitude
36186,244267,Bersin Pictures
36187,244267,WeWork Studios
528,30146,Bandai Visual Company
3041,30146,Gainax
12835,30146,Victor Entertainment
18268,238067,Fourth Line Films
33,238636,Universal Pictures
729,238636,Why Not Productions
2481,238636,Platinum Dunes
3172,238636,Blumhouse Productions
47354,238636,5150 Action
6194,146919,Warner Bros.
68383,43257,Edmund Grainger Productions
84007,89551,Ralph Smart Productions
84008,89551,GB Instructional Films
30997,214075,Lascaux Films
30998,214075,Latitude Productions
420,118340,Marvel Studios
20478,118340,Moving Picture Company (MPC)
54850,118340,Bulletproof Cupid
76043,118340,Revolution Sun Studios
659,132263,London Film Productions
5003,53870,Jaffe/Braunstein Films
31133,53870,Dogwood Pictures
62942,53870,Argosy Productions Limited
5358,208284,Canal+
8009,208284,Belgacom
11796,208284,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles
11797,208284,VOO
11921,208284,Le Tax Shelter du Gouvernement Fédéral de Belgique
12043,208284,Fonds Film in Vlaanderen
15892,208284,Fonds National de Soutien à la Production Audiovisuelle du Luxembourg
17234,208284,Red Lion Sarl
22071,208284,Mollywood
23616,208284,Ciné+
24439,208284,Tobina Film
28163,242095,Automatik Entertainment
28286,242095,Low Spark Films
87213,242095,Signal Film Group
6194,99324,Warner Bros.
4,121234,Paramount Pictures
5015,121234,Perlsea Company
23189,145668,Greeks Productions
23190,145668,Kitchen Sink Productions
29493,298158,Daniel L. Paulson Productions
729,262958,Why Not Productions
3353,262958,Element Pictures
12695,262958,Sixteen Films
7317,200051,Cinema Libre Studio
14873,200051,Spartan Film Studios
14874,200051,Two Bros. Productions
7357,185460,Jerkschool Productions
342,138103,Davis-Films
925,138103,Nu Image Films
7571,138103,LionsGate
10254,138103,Millennium Films
28384,138103,Ex3 Productions
40822,138103,Fipex Holding
3171,235984,SLB Films
3653,235984,Eros International
3750,276935,Balaji Motion Pictures
51955,37737,Bollywood Hollywood Production
4,184315,Paramount Pictures
8411,184315,Metro-Goldwyn-Mayer (MGM)
19648,184315,Radical Studios
34081,184315,Flynn Picture Company
11486,282268,Picturehouse Entertainment
37814,282268,Hipgnosis Ltd.
26332,279414,Change Focus Media
8196,79773,Chili Film
8197,79773,Gebrueder Beetz Filmproduktion
24635,163710,Flies
20370,150897,Tatfilm
25522,150897,Société Parisienne de Production
25523,150897,Ulrich Seidl Film Produktion GmbH
2700,44527,Rectangle Productions
191,157849,Senator Film Produktion
1632,157849,Lionsgate
7493,157849,FilmNation Entertainment
9349,157849,Film4
13241,157849,Demarest Films
28275,157849,The Ink Factory
36615,157849,Potboiler Productions
36616,157849,Amusement Park Films
8411,47401,Metro-Goldwyn-Mayer (MGM)
14185,159667,Canadian Film Centre (CFC)
215,231576,Double Feature Films
856,231576,Wild Bunch
9015,231576,Worldview Entertainment
882,12470,Toho Company
78121,158219,Vereinigte Star-Film GmbH
78122,158219,Essem-Film GmbH
61273,87966,Zimbalist-Roberts-Bernds Productions
5710,38691,Comique Film Company
18789,44405,Rolin Films
6148,46853,Cinema 23 Film
6149,46853,Monarex
6150,46853,Petra Cinematografica
6151,46853,Seven Star Film
5461,34469,De Angelis Group
306,168031,Twentieth Century Fox Film Corporation
27499,113091,AGGK Films
264,136616,Studio Babelsberg
694,136616,StudioCanal
6100,136616,Achte Babelsberg Film
7333,136616,Bayerischer Rundfunk (BR)
10947,136616,ARD Degeto Film
53975,136616,Desert Flower Filmproduktion
70636,136616,MTM West Television & Film
4929,29313,CITA Films
14757,191293,Nordisk Film Production
17463,191293,Nordisk Filmproduktion
441,109913,Columbia Pictures Corporation
13578,109913,Esskay Pictures Corporation
7576,108003,Eon Productions
10761,108003,Danjaq
2159,50916,Hal Roach Studios
4805,54013,Film Ventures International (FVI)
7331,54013,Brouwersgracht Investments
42652,54013,Swan American Film
72448,40990,Peace Arch Films
6181,21393,Svensk Filmindustri (SF)
21872,215962,Treasure Entertainment
1804,31896,North by Northwest Entertainment
5168,31896,LightShow Entertainment
27180,31896,Cinamour Entertainment
52738,31896,Jeff Rice Films
87829,31896,Dave O Films
9,60106,Gaumont
1115,60106,M6 Films
5358,60106,Canal+
40984,60106,Magouric Productions
11793,82120,Lumière
7425,27906,Braeburn Entertainment
8054,27906, Check Entertainment
76723,27906,Call of the Wild Productions
76724,27906,21st Century 3D
307,244536,IFC Films
42037,244536,Silver Sail Entertainment
42038,244536,Across Town Productions
42039,244536,Arts+Labor
163,242088,Revolution Films
2926,199977,Alexandre Films
5358,199977,Canal+
6896,199977,EuropaCorp
18077,199977,Cine+
3036,238603,Walt Disney Studios Motion Pictures
10426,238603,Panay Films
15794,149893,B&T Film
38172,149893,Helgeland Film
38173,149893,Zinnober Film- und Fernsehproduktion
796,57331,Pan Européenne Production
856,57331,Wild Bunch
3823,57331,TF1 Films Production
1704,80705,Bavaria Film
43854,80705,Nero-Film AG
26693,169760,CoPilot Pictures
235,161056,Nordisk Film
491,243683,Summit Entertainment
2378,243683,Offspring Entertainment
4395,118953,Monogram Pictures
4820,46076,Alta Vista Productions
9266,46076,American International Pictures (AIP)
5328,63333,Ivan Tors Productions
27592,269100,Mediajuice Studios
8922,116495,Turner Entertainment
85985,438144,Centrale Sanitaire Internationale
20235,284711,New Horizons Picture
6194,53865,Warner Bros.
3245,53425,First National Pictures
13549,27270,Golan-Globus Productions
45725,92848,Metro-Goldwyn-Mayer
23700,244566,Abbolita Productions
23701,244566,Starstream Entertainment
35043,244566,Destro Films
41077,244566,A24
580,7983,Leni Riefenstahl-Produktion
2334,7983,Plesner Film
6692,209269,Benaroya Pictures
6748,209269,Goalpost Pictures
7584,209269,Screen Australia
32299,209269,Blue-Tongue Films
6237,157845,Porchlight Films
7493,157845,FilmNation Entertainment
7584,157845,Screen Australia
10951,157845,Screen NSW
32299,157845,Blue-Tongue Films
32300,157845,Lava Bear Films
33905,157845,"South Australian Film Corporation, The"
41077,157845,A24
18595,261813,ESPN films
11977,4992,Cinematográfica Calderón S.A
49043,4992,Heritage Entertainment Inc.
616,44155,Eskwad
1115,44155,M6 Films
5358,44155,Canal+
7981,44155,Pathé
13,239566,Universal Studios
11262,239566,Imagine Films Entertainment
27319,239566,Jagged Films
11448,217316,Exclusive Media Group
12372,217316,Universum Film (UFA)
14739,217316,Spitfire Pictures
22333,217316,Flat-Out Films
19349,242454,Green Fish Pictures
19350,242454,Musa Productions
12217,167948,Foundation Features
5488,38730,Fox Film Corporation
12966,229297,Perdido Productions
23716,229297,Harbor Picture Company
1060,61991,Oliane Productions
7147,61991,films A2
63893,61991,Téléma
95009,61991,Monthyon Films
5162,265169,Memento Films Production
16903,265169,Bredok Filmproduction
27100,265169,Zeynofilm
76,252822,Zentropa Entertainments
118,252822,Det Danske Filminstitut
5111,252822,Paradox Produksjon
17513,252822,Film i Väst
35852,253306,Semi-Professional
591,94196,France 3 Cinéma
3144,94196,Prima Linéa Productions
7766,94196,Chaocorp
7981,94196,Pathé
11199,94196,Scope Pictures
32853,94196,Gkids
81536,94196,NYAV Post
19970,84986,Salon Productions
20479,84986,Manson International
9,18628,Gaumont
1122,18628,CAPAC
1147,18628,Madeleine Films
56,228194,Amblin Entertainment
3298,228194,Harpo Films
6735,228194,Participant Media
6736,228194,Imagenation Abu Dhabi FZ
7294,228194,Reliance Entertainment
9195,228194,Touchstone Pictures
31893,228194,DreamWorks Studios
2785,242643,Warner Bros. Animation
4811,242643,Warner Premiere
9993,242643,DC Entertainment
4632,133786,Freeride Entertainment
8411,30195,Metro-Goldwyn-Mayer (MGM)
8411,151310,Metro-Goldwyn-Mayer (MGM)
5798,107891,Shaw Brothers
6194,193722,Warner Bros.
11629,193722,Yoshimoto Kogyo Company
4952,67822,Canadian Film Development Corporation (CFDC)
10313,67822,Astral Bellevue Pathé
10314,67822,Canart Films
36555,67822,Famous Players
5798,107828,Shaw Brothers
7855,42676,B.R.C. Produzione S.r.l.
76215,42676,Dario
25701,244610,Onset Films
25702,244610,Cliffbrook Films
17388,261825,July August Productions
6197,120212,London Weekend Television (LWT)
5579,161602,Metro-Goldwyn-Mayer British Studios
888,47517,Overseas FilmGroup
995,47517,Cinerenta Medienbeteiligungs KG
79,76757,Village Roadshow Pictures
444,76757,Dune Entertainment
450,76757,Anarchos Productions
6194,76757,Warner Bros.
4,98566,Paramount Pictures
2348,98566,Nickelodeon Movies
2481,98566,Platinum Dunes
7320,273404,Telefilm Canada
11576,273404,Ontario Media Development Corporation (OMDC)
22208,273404,Harold Greenberg Fund
24195,273404,Resolute Films and Entertainment
35874,296778,Bestia Films
25140,243935,The Exchange
44308,243935,RTM Film Inc
14408,112999,R.D. Banshai & Co.
10002,137876,Filmscope Entertainment
308,227156,The Weinstein Company
10221,227156,Walden Media
17145,227156,Tonik Productions
